pu_number,title,show_start_date,type,film_studio,production_country,director,producer,budget,box_office,refundable_support,nonrefundable_support,financing_source,ratings,genres,age_restriction
121019714,джими хендрикс,2014-09-03 12:00:00+00:00,художественный,"дарко интертейнмент, фриман филм, суботика интертейнмент, ириш филм боард, матадор пикчерз",великобритания - ирландия - сша,джон ридли,"энтони бёрнс, дэнни  брэмсон, джефф калотта",0,0,0,0,нет данных,5.9,"драма,биография,музыка",«18+» - запрещено для детей
121013616,"два дня, одна ночь",2016-05-30 12:00:00+00:00,художественный,"ле фильм дю флёв, архипел 35, бэ и эм дистрибуцион, еурокс, франс 2 синема, радио телевизион бельж франкофон, бельгаком, сентр дю синема э де ляаудиовизуэль де ля федерасьон валони-брюсель, влаам аудивизуэль фонд, еуроимаж, канал+, сине+, франс телевизьон",бельгия - италия - франция ,"жан-пьер дарденн, люк дарденн","жан-пьер дарденн, люк дарденн, дэнис фрейд",0,0,0,0,нет данных,6.5,драма,«16+» - для детей старше 16 лет
121019814,"два дня, одна ночь",2014-09-03 12:00:00+00:00,художественный,"ле фильм дю флёв, архипел 35, бэ и эм дистрибуцион, еурокс, франс 2 синема, радио телевизион бельж франкофон, бельгаком, сентр дю синема э де ляаудиовизуэль де ля федерасьон валони-брюсель, влаам аудивизуэль фонд, еуроимаж, канал+, сине+, франс телевизьон",бельгия - италия - франция ,"жан-пьер дарденн, люк дарденн","жан-пьер дарденн, люк дарденн, дэнис фрейд",0,24845,0,0,нет данных,6.5,драма,«16+» - для детей старше 16 лет
121019614,человек ноября,2014-09-03 12:00:00+00:00,художественный,"дэс филмз, энвижн интертейнмент, айриш дримтайм, мерсерд медиа партнерс, ноу спайс, солушн интертейнмент, палмстар интертейнмент",сша,роджер дональдсон,"кит арнольд, шрирам дас, бо клэр",0,0,0,0,нет данных,5.7,"боевик,триллер,криминал",«16+» - для детей старше 16 лет
121023714,викинги,2014-10-10 12:00:00+00:00,художественный,"элит филм, джампинг хаус филм, ту ошиан продакшнз",швейцария-германия-юар,клаудио фах,"марко дель бьянко, карин дж.дитрих, ральф с.дитрих",0,900,0,0,нет данных,8.2,"история,драма,боевик",«16+» - для детей старше 16 лет
111013914,саранча.,2014-10-06 12:00:00+00:00,художественный,"ооо ""продакшн сервис"" по заказу ооо ""продюсерская компания ""среда""",россия,е.баранов.  ,"а.цекало, к.эрнст, р.сорокин",0,28373445,0,0,нет данных,6.4,триллер,«18+» - запрещено для детей
121027914,репортаж: апокалипсис,2014-11-21 12:00:00+00:00,художественный,филмакс,испания,жауме балагуэро,хулио фернандес,0,17050,0,0,нет данных,5.1,ужасы,«18+» - запрещено для детей
121028014,последний рейс,2014-11-25 12:00:00+00:00,художественный,"си уэн медиа, медиа эйша дистрибьюшн, эс эм джи пикчерз",кнр,винсент чжоу,винсент чжоу,0,0,0,0,нет данных,3.8,триллер,«18+» - запрещено для детей
111019714,по собственному желанию.,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,э.гаврилов,нет данных,0,0,0,0,нет данных,7.9,"драма,мелодрама,комедия",«12+» - для детей старше 12 лет
111019814,приезжая,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср ,в.лонской,нет данных,0,0,0,0,нет данных,7.3,"драма,мелодрама",«12+» - для детей старше 12 лет
111019914,"прощальная гастроль ""артиста""",2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.файнциммер,нет данных,0,0,0,0,нет данных,6.1,"криминал,детектив",«12+» - для детей старше 12 лет
111020014,пять минут страха,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср ,а.ладынин,нет данных,0,620,0,0,нет данных,6.5,криминал,«12+» - для детей старше 12 лет
111020114,пятьдесят на пятьдесят_,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.файнциммер,нет данных,0,0,0,0,нет данных,5.2,"драма,мелодрама",«12+» - для детей старше 12 лет
111020214,расследование,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,м.рык,нет данных,0,0,0,0,нет данных,6.9,"триллер,драма,криминал",«12+» - для детей старше 12 лет
111020314,русское поле,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,н.москаленко,нет данных,0,0,0,0,нет данных,7.1,"драма,мелодрама",«12+» - для детей старше 12 лет
111020414,салон красоты_,2014-02-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср ,а.панкратов-черный,нет данных,0,0,0,0,нет данных,6.4,комедия,«12+» - для детей старше 12 лет
111020814,сказание о земле сибирской,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср ,и.пырьев,нет данных,0,0,0,0,нет данных,6.8,"драма,мелодрама,музыка",«6+» - для детей старше 6 лет
111020714,семья ивановых,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.салтыков,нет данных,0,0,0,0,нет данных,6.2,драма,«12+» - для детей старше 12 лет
121015214,самый опасный человек /по одноименному роману джона ле карре/,2014-07-21 12:00:00+00:00,художественный,"сенатор филм, инк фэктори, эмьюзмент парк филмз, демарест филмз, филм фо, потбойлерс продакшн",великобритания - сша - германия,антон корбайн,"андреа колдервуд, саймон корнвэлл",0,0,0,0,нет данных,6.6,"триллер,драма,криминал",«16+» - для детей старше 16 лет
121017214,"2 спальни, 1 ванная",2014-08-05 12:00:00+00:00,художественный,"аль браво филмз, чемикал майнд студиос",сша,стэнли юнг,"аль браво, дино дос сантос",0,0,0,0,нет данных,3.4,"ужасы,триллер,детектив",«18+» - запрещено для детей
121017314,к элизе,2014-08-05 12:00:00+00:00,художественный,"продюссьонс дель премьер синкуэна, жинга филмз, нео арт энтертейнмент, сплендер филмз",испания,жуанра фернандез,"алекс карбонелл, алисия лакарсел",0,0,0,0,нет данных,3.7,триллер,«16+» - для детей старше 16 лет
121017414,школьный стрелок,2014-08-05 12:00:00+00:00,художественный,"пэшен ривер филмз, пикок филмз, хелло херман",сша,мишель дэннер,"брайан дриллинжер, мишель дэннер, эд ча",0,0,0,0,нет данных,6.7,драма,«16+» - для детей старше 16 лет
121018614,на грани .,2014-09-01 12:00:00+00:00,художественный,"фильм и васт, эм 2 филм, зентропа продакш",дания - швеция,кристиан е. кристиансен,"джейкоб балслев, луиза вест, сениа дремструп",0,0,0,0,нет данных,7.9,"боевик,триллер,драма",«16+» - для детей старше 16 лет
121018714,о лошадях и людях,2014-09-01 12:00:00+00:00,художественный,"филмхасет группен, лейкнар миндир",германия - исландия,бенедикт эрлингссон,"кристоф токе, фридрик тор фридрикссон, гудрун эдда торханесдоттир",0,0,0,0,нет данных,6.4,"драма,мелодрама,комедия",«18+» - запрещено для детей
111014014,"детский юмористический киножурнал ""ералаш"", выпуски 282 - 287",2014-10-10 12:00:00+00:00,художественный,"ооо ""продюсерский центр ералаш""",россия,"и.белостоцкий, р.фрунтов, а.зеленков, е.юликов, с.морозов, а.щеглов, г.курлаев и др.","ооо ""продюсерский центр ералаш""",0,165,0,0,нет данных,7.2,"детский,комедия",«0+» - для любой зрительской аудитории
111023414,след тигра,2014-12-15 12:00:00+00:00,художественный,"ооо студия ""контакт продакшн""",россия,а.козлов,а.козлов,0,0,0,0,нет данных,6.6,"драма,криминал",«16+» - для детей старше 16 лет
121019214,открытые окна,2014-09-03 12:00:00+00:00,художественный,"апачес интертейнмент, уалд банч, атресмедиа сине, ла панда, сайака продюксионес аудиовисуалес, спектрвижн ",испания - сша,начо вигалондо,"белен атьенса, мерседес гамеро, энрике лопес лавинье",0,0,0,0,нет данных,5.3,триллер,«16+» - для детей старше 16 лет
111009814,"гарун (по мотивам повести сергея довлатова ""зона"")",2014-09-10 12:00:00+00:00,художественный,учебная киностудия вгик,россия,п.фетисов,"вгик, п.б.фетисов",0,0,0,0,нет данных,0.0,нет данных,«16+» - для детей старше 16 лет
111009714,левиафан.,2014-09-11 12:00:00+00:00,художественный,"ооо ""нон-стоп продакшн""",россия,а.звягинцев,"а.роднянский, с.мелькумов",267288892,88120041,0,90000000,"министерство культуры, фонд кино",6.9,"драма,криминал",«18+» - запрещено для детей
111020914,случай в квадрате 36 - 80,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,м.туманишвили,нет данных,0,0,0,0,нет данных,6.9,"боевик,драма",«12+» - для детей старше 12 лет
111021014,смерть на взлете,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср    ,х.бакаев,нет данных,0,0,0,0,нет данных,5.8,триллер,«12+» - для детей старше 12 лет
126005214,музеи ватикана 3d,2014-12-05 12:00:00+00:00,прочие,нэксо диджитал,великобритания,марко пьянджиани,"алина барделла, франческо инверницци",0,1819529,0,0,нет данных,7.2,документальный,«0+» - для любой зрительской аудитории
124003114,бабай,2014-11-21 12:00:00+00:00,анимационный,эм си эйр ассетс,украина,м.медведь,"э.ахрамович, с.миндлин",0,66360,0,0,нет данных,4.2,"мультфильм,приключения,комедия",«6+» - для детей старше 6 лет
126005114,выше,2014-12-05 12:00:00+00:00,прочие,тетон грейвити рисерч,сша,"джереми джонс, стив джонс, тодд джонс","стив джонс, тодд джонс, джефф харасимович",0,0,0,0,нет данных,7.0,"спорт,драма",«12+» - для детей старше 12 лет
114000614,"машкины cтрашилки. серия ""жутко-страшное предание о том, как один мальчик боялся умываться""",2014-12-12 12:00:00+00:00,анимационный,"ооо студия ""анимаккорд"" - animaccord ltd.",россия - республика кипр,д.червяцов,"д.ловейко, о.кузовков",0,0,0,0,нет данных,0.0,нет данных,«0+» - для любой зрительской аудитории
121019114,любовь от всех болезней,2014-09-03 12:00:00+00:00,художественный,"патэ, ле продюксьон дю шими, тф1 фильм продюксьон, артеми продюксьон, форти фильм фонд, каса кафка пикчерз, тэкс шелтер фильм фондинг, ля валони, канал+, сине+  ",франция - бельгия,дэни бун,"жером сейду, эрик юбер",0,575530,0,0,нет данных,6.7,комедия,«16+» - для детей старше 16 лет
121019914,дети священника,2014-09-03 12:00:00+00:00,художественный,"интерфилм, зиллион филм",хорватия,винко брешан,"джани косич, иван малоча, катарина янкович",0,0,0,0,нет данных,6.6,"драма,комедия",«16+» - для детей старше 16 лет
121028412,лапландская одиссея,2012-11-08 12:00:00+00:00,художественный,"анаграм продакшн, филм и васт, хельсинки фильм ой, ириш филм боард, риппл ворлд пикчерз, еллоу эффеа",финляндия - исландия - швеция,доме карукоски,"алекси барди, доминик райт",0,0,0,0,нет данных,6.7,"драма,мелодрама,комедия",«16+» - для детей старше 16 лет
111022914,живало-бывало,2014-12-02 12:00:00+00:00,художественный,"ооо ""кинокомпания ""эрн""",россия,е.барханов,"а.морозов, в.орел",0,0,0,0,нет данных,0.0,нет данных,«16+» - для детей старше 16 лет
111010014,белые ночи почтальона алексея тряпицына,2014-09-15 12:00:00+00:00,художественный,"ооо ""кинокомпания андрея кончаловского""",россия,а.кончаловский,а.кончаловский,0,900,0,0,нет данных,6.9,драма,«18+» - запрещено для детей
121020814,магия лунного света,2014-09-16 12:00:00+00:00,художественный,"диппермаус, пердидо продакшнз, гравье продакшнз, ски-дат-де-дат продакшнз",сша,вуди аллен,"летти аронсон, стивен тенебаум, эдвард уолсон",0,4814265,0,0,нет данных,7.0,"драма,мелодрама,комедия",«12+» - для детей старше 12 лет
121020914,укради мою жену,2014-09-16 12:00:00+00:00,художественный,"гоцман груп, эбболита продакшн, старстрим интертейнмент, вентуре форс",сша,дэниэл шехтер,"ашок амритрадж, элизабет дестро, эллен голдсимт-вэйн",0,0,0,0,нет данных,5.5,"криминал,драма,комедия",«16+» - для детей старше 16 лет
121021414,бивень,2014-09-23 12:00:00+00:00,художественный,"димарест филмз, фэйз фо филмз, эсмодкаст пикчерз",сша,кевин смит,"уильям д.джонсон, шеннон макинтош, сэм энглебардт",0,500,0,0,нет данных,5.6,"ужасы,комедия,драма",«18+» - запрещено для детей
111000315,экспириенс,2015-01-13 12:00:00+00:00,художественный,"ооо ""компания ""атк-студио""",россия,е.татаров,а.тютрюмов,37142857,36550,0,26000000,министерство культуры,4.7,драма,«16+» - для детей старше 16 лет
111023214,ангелы революции,2014-12-11 12:00:00+00:00,художественный,"ооо ""29 февраля""",россия,а.федорченко,"д.воробьев, а.федорченко, л.лебедев",40000000,869181,0,28000000,министерство культуры,6.4,драма,«16+» - для детей старше 16 лет
121029014,звёздная карта,2014-12-17 12:00:00+00:00,художественный,"просперо пикчерз, сентиент интертейнмент, эс би эс продакшнз, интеграл филм",канада - сша - германия - франция,дэвид кроненберг,"мартин кац, мишель меркт, саид бен саид",0,123190,0,0,нет данных,0.0,нет данных,«18+» - запрещено для детей
121028414,голые перцы,2014-12-11 12:00:00+00:00,художественный,"голд серкл, эр джи би медиа",сша,скот армстронг,"скот армстронг, пол брукс, нил х.мориц",0,21446204,0,0,нет данных,5.4,"комедия,приключения",«18+» - запрещено для детей
121028514,исход: цари и боги,2014-12-15 12:00:00+00:00,художественный,"чемин интертейнмент, скотт фри продакшнз, ифишулф, волкано филмз, хх век фокс",сша - великобритания - испания,ридли скотт,"марк хаффам, питер чернин, майкл  шефер",0,970276839,0,0,нет данных,6.6,"фэнтези,боевик,драма",«12+» - для детей старше 12 лет
121028614,ночь в музее: секрет гробницы,2014-12-17 12:00:00+00:00,художественный,"хх век фокс, 21 лапс интертейнмент, 1492 пикчерз, тэ эс гэ интертейнмент",сша - великобритания,шон леви,"блондел айду, крис коламбус, шон леви",0,488223744,0,0,нет данных,6.6,"фэнтези,комедия,приключения",«6+» - для детей старше 6 лет
121028714,заложница 3,2014-12-17 12:00:00+00:00,художественный,"европа корп, эм 6 фильм, канал +, сине +",франция,оливье мегатон,"люк бессон, мишель мандавилль",0,171633351,0,0,нет данных,6.2,"боевик,триллер",«16+» - для детей старше 16 лет
126005314,гаэтано доницетти. любовный напиток. постановка royal opera house,2014-12-19 12:00:00+00:00,прочие,артс альянс дистрибьюшн,великобритания,лоран пелли,нет данных,0,0,0,0,нет данных,0.0,нет данных,«0+» - для любой зрительской аудитории
121029314,вот так подружка,2014-12-23 12:00:00+00:00,художественный,"фанданго, уорнер бразерс",италия,джованни веронези,доменико прокаччи,0,621050,0,0,нет данных,5.2,комедия,«16+» - для детей старше 16 лет
121020314,великий уравнитель,2014-09-09 12:00:00+00:00,художественный,"коламбиа пикчерз, искейп артистс, эл стар кэпитал, лайонсгейт, лонтри интертейнмент, мейс ньюфилд продакшнз, вилледж роудшоу пикчерз",сша,энтони фукуа,"тодд блэк, джейсон блюменталь, дензел вашингтон, ричард венк, мейс ньюфилд, алекс сискин, майкл слоан, стив тиш, тони элдридж",0,0,0,0,нет данных,7.0,"боевик,триллер,криминал",«16+» - для детей старше 16 лет
221037414,сестры магдалины.,2014-09-03 12:00:00+00:00,художественный,"бёрд скэннон на эйренн, элемент филмс, филм каунсил, моментум пикчерз, скоттиш скрин, тэмпл филмз, пи фэ пи филмз лтд",ирландия-великобритания,питер муллан,"падди хигсон, франс хигсон",0,0,0,0,нет данных,7.7,драма,«16+» - для детей старше 16 лет
121029114,приключения паддингтона,2014-12-19 12:00:00+00:00,художественный,"студио канал, антон кэпитал интертейнмент, , тф1 фильм продюксьон, канал +, сине +, амазон прайм инстант видео, хэйдей филмз, коста рика филминг локасьон",великобритания - франция,пол кинг,"александрия фергюсон, дэвид хейман, рози элисон",0,362839152,0,0,нет данных,7.2,"комедия,семейный,приключения",«6+» - для детей старше 6 лет
121028914,кибер,2014-12-29 12:00:00+00:00,художественный,"форвард пасс, леджендари пикчерз",сша,майкл манн,"джон дж.джашни, майкл манн, томас тулл",0,45591475,0,0,нет данных,7.2,драма,«18+» - запрещено для детей
221040015,чем дальше в лес,2015-09-23 12:00:00+00:00,художественный,"лукамар продакшнз, марк платт продакшнз, уолт дисней пикчерз",сша,роб маршалл,"джон делука, каллум макдугалл, роб маршалл, марк платт",0,0,0,0,нет данных,5.9,"мюзикл,фэнтези,драма",«12+» - для детей старше 12 лет
221000415,чем дальше в лес,2015-02-10 12:00:00+00:00,художественный,"лукамар продакшнз, марк платт продакшнз, уолт дисней пикчерз",сша,роб маршалл,"джон делука, каллум макдугалл, роб маршалл, марк платт",0,0,0,0,нет данных,5.9,"мюзикл,фэнтези,драма",«12+» - для детей старше 12 лет
121029214,чем дальше в лес,2014-12-23 12:00:00+00:00,художественный,"лукамар продакшнз, марк платт продакшнз, уолт дисней пикчерз",сша,роб маршалл,"джон делука, каллум макдугалл, роб маршалл, марк платт",0,50987664,0,0,нет данных,5.9,"мюзикл,фэнтези,драма",«12+» - для детей старше 12 лет
121000215,игрок_ ,2015-01-13 12:00:00+00:00,художественный,"парамаунт пикчерз, винклер филмз",сша,руперт уайатт,"роберт чартофф, стивен левинсон, марк уолберг",0,68561037,0,0,нет данных,6.2,"триллер,драма,криминал",«18+» - запрещено для детей
121000315,континуум,2015-01-13 12:00:00+00:00,художественный,"парамаунт пикчерз, мтв филмз, инсёдж пикчерз ",сша,дин израэлайт,"майкл бэй, эндрю форм, брэдли фуллер",0,94950250,0,0,нет данных,6.4,"фантастика,триллер,драма",«16+» - для детей старше 16 лет
111000115,небесный верблюд,2015-01-14 12:00:00+00:00,художественный,"ооо продюсерский центр ""всё хорошо""",россия,ю.фетинг,и.плиско,49280496,61040,0,34000000,министерство культуры,6.7,"детский,семейный",«0+» - для любой зрительской аудитории
221039915,фокус,2015-09-23 12:00:00+00:00,художественный,"уорнер бразерс, ди нови пикчерз",сша,"гленн фикарра, джон рекуа",дениз ди нови,0,0,0,0,нет данных,7.1,"драма,мелодрама,комедия",«18+» - запрещено для детей
221020915,фокус,2015-05-27 12:00:00+00:00,художественный,"уорнер бразерс, ди нови пикчерз",сша,"гленн фикарра, джон рекуа",дениз ди нови,0,0,0,0,нет данных,7.1,"драма,мелодрама,комедия",«18+» - запрещено для детей
121000515,фокус,2015-01-20 12:00:00+00:00,художественный,"уорнер бразерс, ди нови пикчерз",сша,"гленн фикарра, джон рекуа",дениз ди нови,0,534657816,0,0,нет данных,7.1,"драма,мелодрама,комедия",«18+» - запрещено для детей
121000615,восхождение юпитер,2015-01-20 12:00:00+00:00,художественный,"уорнер бразерс, виллидж роадшоу пикчерз",сша,"лана вачовски, энди вачовски","грант хилл, лана вачовски, энди вачовски",0,581522463,0,0,нет данных,5.6,"фантастика,боевик,приключения",«12+» - для детей старше 12 лет
121001415,игра в имитацию,2015-01-27 12:00:00+00:00,художественный,"блэк биар пикчерз, бристол аутомутив",великобритания-сша,мортен тильдум,"нора гроссман, идо островски, тедди шварцман",0,143760455,0,0,нет данных,7.6,"триллер,драма,военный",«16+» - для детей старше 16 лет
121000915,бабадук,2015-01-21 12:00:00+00:00,художественный,"интертейнмент уан, каузевэй филмз, смокинг ган",австралия,дженнифер кент,"кристина кейтон, кристиан мольере",0,23191414,0,0,нет данных,5.7,"ужасы,драма",«16+» - для детей старше 16 лет
124000115,звериный отряд,2015-01-23 12:00:00+00:00,анимационный,"алкуни, мибакт",италия,серджо манфио,"серджо манфио, франческо манфио",0,2233891,0,0,нет данных,4.1,мультфильм,«0+» - для любой зрительской аудитории
121029414,дикие истории,2014-12-23 12:00:00+00:00,художественный,"корнер продюссьонес, эль десео, институто насьональ де сине у де лас артес аудиовизуалес, институто де ла синематографиа у де лас артес аудиовизуалес, крамер и сигман фильм, телевизьон федераль",аргентина - испания,дамиан шифрон,"агустин альмодовар, педро альмодовар, эстер гарсия, матиас мостерин, хуго сигман",0,23721537,0,0,нет данных,7.7,"триллер,драма,комедия",«18+» - запрещено для детей
121029514,kingsman: секретная служба,2014-12-29 12:00:00+00:00,художественный,"марв филмз, хх век фокс",великобритания,мэттью вон,"адам болинг, мэттью вон, дэвид рейд",0,566924625,0,0,нет данных,7.6,"боевик,комедия,криминал",«18+» - запрещено для детей
121025214,большие глаза,2014-10-27 12:00:00+00:00,художественный,"электрик сити интертейнмент, силвервуд филмз, ванштейн компани, тим бёртон продакшнз",сша,тим бёртон,"скотт александер, тим бёртон, боб вайнштейн, харви вайнштейн, ларри карацевски, линетт хауэлл",0,47165374,0,0,нет данных,7.1,"драма,мелодрама,криминал",«16+» - для детей старше 16 лет
221026514,соседи. на тропе войны,2014-07-29 12:00:00+00:00,художественный,"гуд юнивёр, поинт грей пикчерз",сша,николас столлер,"эван голдберг, сет роген, джеймс уивер",0,0,0,0,нет данных,5.9,комедия,«18+» - запрещено для детей
221055314,соседи. на тропе войны,2014-11-17 12:00:00+00:00,художественный,"гуд юнивёр, поинт грей пикчерз",сша,николас столлер,"эван голдберг, сет роген, джеймс уивер",0,0,0,0,нет данных,5.9,комедия,«18+» - запрещено для детей
121030014,пятьдесят оттенков серого /по произведению э.л.джеймс/,2014-12-30 12:00:00+00:00,художественный,"фокус фьючерз, майкл де лука продакшнз, триггер стрит продакшнз",сша,сэм тейлор-джонсон,"дэна брунетти, э.л.джеймс, майкл де лука",0,963728813,0,0,нет данных,4.4,мелодрама,«18+» - запрещено для детей
111010114,испытание_,2014-09-16 12:00:00+00:00,художественный,"ооо ""продюсерская фирма игоря толстунова""",россия,а.котт,и.толстунов,0,0,0,0,нет данных,6.7,драма,«16+» - для детей старше 16 лет
121019314,пристегните ремни,2014-09-03 12:00:00+00:00,художественный,"фарос филм, раи синема, аполиа фильм коммисион, эр и эс продуциони, министеро пер и бени э ле аттивита культурали",италия,ферзан оспетек,"тильде корси, джанни ромоли",0,400,0,0,нет данных,6.7,мелодрама,«16+» - для детей старше 16 лет
121020714,темная долина /по произведению томаса уиллманна/,2014-09-15 12:00:00+00:00,художественный,"аллегро филм, икс филме креатив пул",австрия - германия,андреас прохазка,"штефан арндт, гельмут грассер",0,0,0,0,нет данных,6.6,"драма,вестерн,боевик",«16+» - для детей старше 16 лет
111010214,солнечный удар .,2014-09-25 12:00:00+00:00,художественный,"ано ""золотой орёл"", ооо ""студия ""тритэ"" никиты михалкова""",россия,н.михалков,"н.михалков, л.верещагин",0,335041,0,0,нет данных,5.8,драма,«12+» - для детей старше 12 лет
124002514,клуб винкс:тайна морской бездны,2014-09-19 12:00:00+00:00,анимационный,рэйнбоу,италия,инджинио страффи,"джоани ли лайн, франческо мастрофини",0,474785,0,0,нет данных,3.7,"мультфильм,фэнтези,детский",«0+» - для любой зрительской аудитории
224014914,медведи-соседи.,2014-11-17 12:00:00+00:00,анимационный,"фатавилд анимейшн, ле вижн пикчерз",кнр,"динг лианг, фуюан лиу","мин ли, фуьюан лиу",0,0,0,0,нет данных,4.1,"мультфильм,комедия,приключения",«0+» - для любой зрительской аудитории
224013414,медведи-соседи.,2014-09-29 12:00:00+00:00,анимационный,"фатавилд анимейшн, ле вижн пикчерз",кнр,"динг лианг, фуюан лиу","мин ли, фуьюан лиу",0,0,0,0,нет данных,4.1,"мультфильм,комедия,приключения",«0+» - для любой зрительской аудитории
124002414,медведи-соседи.,2014-09-09 12:00:00+00:00,анимационный,"фатавилд анимейшн, ле вижн пикчерз",кнр,"динг лианг, фуюан лиу","мин ли, фуьюан лиу",0,414510,0,0,нет данных,4.1,"мультфильм,комедия,приключения",«0+» - для любой зрительской аудитории
121020114,час призраков 2,2014-09-05 12:00:00+00:00,художественный,файв стар продакшн,таиланд,"иссара нади, кирати нак-интанон, путипонг сайсрикаев","киаткамон ианфунгпорн, вичиен нак-интанон, сирават нак-интанон",0,0,0,0,нет данных,4.1,ужасы,«18+» - запрещено для детей
221051514,час призраков 2,2014-11-17 12:00:00+00:00,художественный,файв стар продакшн,таиланд,"иссара нади, кирати нак-интанон, путипонг сайсрикаев","киаткамон ианфунгпорн, вичиен нак-интанон, сирават нак-интанон",0,0,0,0,нет данных,4.1,ужасы,«18+» - запрещено для детей
111023814,авария - дочь мента,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,м.туманишвили,нет данных,0,5945,0,0,нет данных,7.2,драма,«16+» - для детей старше 16 лет
111024014,выкуп .,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.гордон,нет данных,0,0,0,0,нет данных,7.2,"триллер,драма,криминал",«12+» - для детей старше 12 лет
111024114,двойной обгон,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""", ссср,а.гордон,нет данных,0,0,0,0,нет данных,5.9,"боевик,криминал",«12+» - для детей старше 12 лет
111024414,приговоренный_,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср ,а.кордон,нет данных,0,0,0,0,нет данных,8.0,"триллер,драма,военный",«12+» - для детей старше 12 лет
111024814,тайна записной книжки,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,в.шамшурин,нет данных,0,0,0,0,нет данных,5.7,криминал,«12+» - для детей старше 12 лет
111024914,человек - невидимка,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""", ссср,а.захаров,нет данных,0,0,0,0,нет данных,6.4,"фантастика,триллер,детектив",«6+» - для детей старше 6 лет
111025014,дети ванюшина,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср ,е.ташков,нет данных,0,0,0,0,нет данных,7.9,драма,«12+» - для детей старше 12 лет
111025214,любовью за любовь,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср  ,т.березанцева,нет данных,0,0,0,0,нет данных,6.4,мелодрама,«6+» - для детей старше 6 лет
121001015,гость _,2015-01-23 12:00:00+00:00,художественный,снут интертейнмент,сша,адам вингард,"джессика ву, кит калдер",0,130730,0,0,нет данных,6.6,"триллер,боевик",«18+» - запрещено для детей
121029814,сборник короткометражных чёрных комедий,2014-12-29 12:00:00+00:00,художественный,блэк комеди шортс,германия - швейцария - франция - южная корея - сша,"шейн аткинсон, питер бауман, парк дже ин, реми каяла, эрик киссак, петра лючков, нильс хедигер","оливер берлемонт, симон болтон-габриельсон, лина геиссман, парк дже ин, эмили дубуя, джессика калдвел, александра корадес, сара платт  ",0,1797072,0,0,нет данных,0.0,нет данных,«16+» - для детей старше 16 лет
131000614,племя.,2014-12-29 12:00:00+00:00,художественный,гармата филм продакшн,украина - нидерланды,мирослав слабошпицкий,"валентин васянович, ия мыслицкая, елена слабошпицкая",0,1003722,0,0,нет данных,6.4,"драма,криминал",«18+» - запрещено для детей
121001715,белый бог,2015-02-05 12:00:00+00:00,художественный,"протон синема, пола пандора филмпродукционс, фильмпартнерс, чимни пот, фильм и вёст, хунгариан нейшнл филм фонд, зе дэ эф/арте",венгрия - германия - швеция,корнель мундруцо,"эстер дьярфаш, виктория петраньи",0,730237,0,0,нет данных,6.6,"ужасы,триллер,драма",«18+» - запрещено для детей
121001815,шрам.,2015-02-05 12:00:00+00:00,художественный,"бомберо интернэшнл, пираммид продакшнз, коразон интернэшнл, дор филм, интернэшнл традерс, жордан филмз, касбах-филм тангер, марс медиа энтертейнмент, пандора филм      ",германия - франция -  польша - турция - канада - италия - россия ,фатих акин,"фатих акин, карл баумгартнер, фабьен вонье",0,7180251,0,0,нет данных,7.4,"драма,история,детектив",«16+» - для детей старше 16 лет
111010314,звезда_.,2014-09-25 12:00:00+00:00,художественный,"ооо ""кинокомпания ""магнум""",россия,а.меликян,"р.дишдишян, а.меликян",0,252820,0,0,нет данных,7.2,"мелодрама,комедия,драма",«16+» - для детей старше 16 лет
121021714,оставленные,2014-09-25 12:00:00+00:00,художественный,стон лайк интертейнмент,сша,вик армстронг,"эд клайдсдэйл, пол лалонд, майкл уокер",0,0,0,0,нет данных,7.8,"фэнтези,драма,детектив",«16+» - для детей старше 16 лет
221048714,оставленные,2014-10-09 12:00:00+00:00,художественный,стон лайк интертейнмент,сша,вик армстронг,"эд клайдсдэйл, пол лалонд, майкл уокер",0,0,0,0,нет данных,7.8,"фэнтези,драма,детектив",«16+» - для детей старше 16 лет
