pu_number,title,show_start_date,type,film_studio,production_country,director,producer,budget,box_office,refundable_support,nonrefundable_support,financing_source,ratings,genres,age_restriction
221048915,открытый простор,2015-11-27 12:00:00+00:00,художественный,"тачстоун пикчерз, кобальт пикчерз, бикон пикчерз, тиг продакшнз",сша,кевин костнер,"дэвид валдес, кевин костнер, джейк эбертс",0,0,0,0,нет данных,7.2,"боевик,драма,мелодрама",«18+» - запрещено для детей
111013716,особо важное задание,2016-09-13 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,е.матвеев,нет данных,0,0,0,0,нет данных,6.6,"драма,военный",«6+» - для детей старше 6 лет
221038416,особо опасен,2016-10-10 12:00:00+00:00,художественный,"юниверсал пикчерз, кикстарт продакшнз, марк платт продакшнз, рилейтивити медиа, спайгласс интертейнмент, стилкин филмз, топ кау продакшнз",сша,тимур бекмамбетов,"джим лемли, джейсон нетер, марк е.платт, яйн смит",0,0,0,0,нет данных,6.8,"фантастика,боевик,триллер",«18+» - запрещено для детей
221026916,особо опасен,2016-06-10 12:00:00+00:00,художественный,"юниверсал пикчерз, кикстарт продакшнз, марк платт продакшнз, рилейтивити медиа, спайгласс интертейнмент, стилкин филмз, топ кау продакшнз",сша,тимур бекмамбетов,"джим лемли, джейсон нетер, марк е.платт, яйн смит",0,0,0,0,нет данных,6.8,"фантастика,боевик,триллер",«18+» - запрещено для детей
221030815,особо опасен,2015-07-29 12:00:00+00:00,художественный,"юниверсал пикчерз, кикстарт продакшнз, марк платт продакшнз, рилейтивити медиа, спайгласс интертейнмент, стилкин филмз, топ кау продакшнз",сша,тимур бекмамбетов,"джим лемли, джейсон нетер, марк е.платт, яйн смит",0,0,0,0,нет данных,6.8,"фантастика,боевик,триллер",«18+» - запрещено для детей
111013816,остановился поезд,2016-09-13 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,в.абдрашитов,нет данных,0,0,0,0,нет данных,7.7,драма,«6+» - для детей старше 6 лет
111007013,любовь и голуби,2013-10-18 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,в.меньшов,нет данных,0,2700,0,0,нет данных,8.3,"мелодрама,комедия",«12+» - для детей старше 12 лет
221074614,любовь и сигареты,2014-12-29 12:00:00+00:00,художественный,"юнайтед артистс, грин стрит филмз, айкон интертейнмент интернэшнл",сша,джон туртурро,"джон пенотти, джон туртурро",0,0,0,0,нет данных,6.6,"мюзикл,мелодрама,комедия",«18+» - запрещено для детей
121011416,отпетые мошенники.,2016-05-05 12:00:00+00:00,художественный,"пульсар продюксьон, тф1 фильм ",франция,эрик беснард,патрис леду,0,0,0,0,нет данных,8.0,"комедия,криминал",«18+» - запрещено для детей
111019114,отпуск за свой счет,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм"", телевидение внр","ссср, венгрия",в.титов,нет данных,0,0,0,0,нет данных,7.8,"мелодрама,комедия",«12+» - для детей старше 12 лет
221031416,превосходство борна /по одноименной новелле роберта ладлэма/,2016-06-29 12:00:00+00:00,художественный,"кеннеди/маршал компани, юниверсал пикчерз, гипнотик, калима продакшнз, лудлум интертейнмент",сша,пол грингросс,"патрик кроули, фрэнк маршалл, пол сэндберг",0,0,0,0,нет данных,7.7,"боевик,триллер,детектив",«16+» - для детей старше 16 лет
111019014,ответный ход,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,м.туманишвили,нет данных,0,0,0,0,нет данных,7.8,"боевик,драма,приключения",«12+» - для детей старше 12 лет
221011415,"малышка на миллион /по мотивам рассказов ф.х.тула из сборника ""клейма от канатов""/",2015-04-03 12:00:00+00:00,художественный,"уорнер бразерс, лейкшор интертейнмент, малпасо продакшнз, альберт с.рудди продакшнз",сша,клинт иствуд,"клинт иствуд, том розенберг, альберт с.рудди, пол хаггис",0,0,0,0,нет данных,8.1,"драма,спорт",«16+» - для детей старше 16 лет
121003106,преданный садовник,2013-08-26 12:00:00+00:00,художественный,"потбойлер продакшнз, эпсилон моушн пикчерз, скайон филмз лимитед, юк филм каунсил",германия-великобритания,фернанду мейрелльеш,саймон чэннинг уильямс,0,0,0,0,нет данных,7.1,"триллер,драма,мелодрама",«16+» - для детей старше 16 лет
221008812,отель /по мотивам пьесы джона уэбстера/,2012-01-27 12:00:00+00:00,художественный,"кэтлей, отель продакшнс, мунстоун интертейнмент, рэд маллет продакшнс",великобритания - италия,майк фиггис,"этчи стро, анни стюарт, майк фиггис",0,0,0,0,нет данных,6.0,"комедия,мелодрама",«18+» - запрещено для детей
111014916,председатель,2016-09-13 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.салтыков,нет данных,0,0,0,0,нет данных,8.3,драма,«12+» - для детей старше 12 лет
111007513,осенний марафон,2013-10-18 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,г.данелия,нет данных,0,0,0,0,нет данных,8.0,"драма,мелодрама,комедия",«12+» - для детей старше 12 лет
111027914,осень,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.смирнов,нет данных,0,0,0,0,нет данных,7.4,"драма,мелодрама",«12+» - для детей старше 12 лет
111003616,неподдающиеся,2016-02-12 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,ю.чулюкин,нет данных,0,360,0,0,нет данных,8.0,"мелодрама,комедия",«6+» - для детей старше 6 лет
111003716,неподсуден,2016-02-12 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,"в.краснопольский, в.усков",нет данных,0,420,0,0,нет данных,7.7,драма,«6+» - для детей старше 6 лет
111003316,незабываемый 1919-й год,2016-02-12 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,м.чиаурели,нет данных,0,0,0,0,нет данных,5.8,"драма,история",«12+» - для детей старше 12 лет
121015405,незаконченная жизнь,2015-05-06 12:00:00+00:00,художественный,"инишиэл интертейнмент групп, мирамакс филмз, персистент интертейнмент, революшн студиос, зе лэдд компани",сша,лассе халлстрем,"лесли холлеран, алан лэдд мл., келлиан лэдд, харви вайнстайн",0,0,0,0,нет данных,7.2,"драма,мелодрама,семейный",«12+» - для детей старше 12 лет
111007413,"операция ""ы"" и другие приключения шурика",2013-10-18 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,л.гайдай,нет данных,0,380,0,0,нет данных,8.7,"комедия,мелодрама,криминал",«6+» - для детей старше 6 лет
111003416,неизвестные страницы из жизни разведчика,2016-02-12 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,в.чеботарев,нет данных,0,0,0,0,нет данных,6.3,"драма,военный",«12+» - для детей старше 12 лет
111003516,неисправимый лгун,2016-02-12 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,в.азаров,нет данных,0,0,0,0,нет данных,7.7,комедия,«6+» - для детей старше 6 лет
221072614,призрак замка моррисвиль,2014-12-29 12:00:00+00:00,художественный,фильмове студио баррандов,чехословакия,боривой земан,нет данных,0,0,0,0,нет данных,7.7,комедия,«12+» - для детей старше 12 лет
221012515,оружейный барон,2015-04-03 12:00:00+00:00,художественный,"вэ и пэ медиенфондс 3, асендант пикчерз, сатурн филмз, райзинг стар, эндгейм интертейнмент, интертейнмент мэньюфэкчуринг компани, рилайз филм",сша - франция - турция,эндрю никкол,"норман голуайтли, энди грош, николас кейдж, эндрю никкол, крис робертс, филипп русле",0,0,0,0,нет данных,7.7,"боевик,драма,криминал",«18+» - запрещено для детей
111024314,отставной козы барабанщик,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,г.мыльников,нет данных,0,0,0,0,нет данных,6.9,"драма,комедия",«6+» - для детей старше 6 лет
221012815,паршивая овца,2015-04-03 12:00:00+00:00,художественный,"лайв сток филмз, нью зиланд филм комишн",новая зеландия,джонатан кинг,филиппа кемпбелл,0,0,0,0,нет данных,5.0,"ужасы,фантастика,комедия",«18+» - запрещено для детей
111014116,"плюмбум, или опасная игра",2016-09-13 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,в.абдрашитов,нет данных,0,0,0,0,нет данных,6.9,драма,«16+» - для детей старше 16 лет
111019314,первое свидание,2014-12-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,и.бабич,нет данных,0,0,0,0,нет данных,7.4,"мультфильм,короткометражка,мелодрама",«12+» - для детей старше 12 лет
111013916,охота на лис.,2016-09-13 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,в.абдрашитов,нет данных,0,0,0,0,нет данных,7.1,"драма,криминал",«12+» - для детей старше 12 лет
224020512,пиноккио 3000,2012-08-27 12:00:00+00:00,анимационный,"синегруп, анимакидс-франс 2 синема/кастелао продюксьон, филмакс",канада - франция - испания,даниэль робишо,луис дюкью,0,0,0,0,нет данных,4.3,"мультфильм,фантастика,фэнтези",«0+» - для любой зрительской аудитории
221006016,перелом,2016-02-09 12:00:00+00:00,художественный,"уорнер бразерс, нью лайн синема, касл рок интертейнмент",сша-германия,грегори хоблит,чарльз уэйнсток,0,0,0,0,нет данных,7.7,"триллер,драма,криминал",«18+» - запрещено для детей
221011915,мисс поттер,2015-04-03 12:00:00+00:00,художественный,"феникс пикчерз, дэвид киршнер продакшнз, айл оф мэн филм коммишн, ю кей филм каунсил, ванштейн компани, метро голдвин майер",сша - великобритания,крис нунан,"дэвид киршнер, майк медэвой, арнольд мессер, корей сэйнья, дэвид твайтс",0,0,0,0,нет данных,7.3,"драма,мелодрама,биография",«12+» - для детей старше 12 лет
121006706,миссис хендерсон представляет,2015-12-30 12:00:00+00:00,художественный,"бибиси филмз, фьючер филмз, хейман-хоскинс продакшнз, микро фьюжн, патэ пикчерз интернэшнл",великобритания,стивен фрирз,"норма хейман, боб хоскинс",0,0,0,0,нет данных,7.0,"драма,комедия,военный",«16+» - для детей старше 16 лет
221009314,планета ка-пэкс /по мотивам романа джин бруэр/,2014-03-03 12:00:00+00:00,художественный,"интермедиа филмз, юниверсал пикчерз, лоуренс гордон продакшнз",сша - германия,йэн софтли,"лоуренс гордон, роберт коулсберри, ллойд левин",0,0,0,0,нет данных,8.0,"фантастика,драма,детектив",«12+» - для детей старше 12 лет
221012015,молчи в тряпочку,2015-04-03 12:00:00+00:00,художественный,"саммит интертейнмент, айл оф мэн филм, эйзур филмз, таск продакшнз",великобритания,найл джонсон,"мэтью пэйн, джулия пэло",0,0,0,0,нет данных,7.1,"комедия,криминал",«18+» - запрещено для детей
111007213,мужики!..,2013-10-18 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,и.бабич,нет данных,0,1165,0,0,нет данных,8.1,драма,«6+» - для детей старше 6 лет
111010313,"автомобиль, скрипка и собака клякса",2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,р.быков,нет данных,0,0,0,0,нет данных,7.2,"мюзикл,семейный",«0+» - для любой зрительской аудитории
221005015,алекс и эмма,2015-02-25 12:00:00+00:00,художественный,"эскейп артистс, франчайз пикчерз, рейнер-грэйсман, уорнер бразерс",сша,роб райнер,"тодд блэк, элан грейсман, джереми левен, роб райнер, эли самаха",0,0,0,0,нет данных,6.4,"мелодрама,комедия",«16+» - для детей старше 16 лет
221004616,алекс и эмма,2016-02-09 12:00:00+00:00,художественный,"эскейп артистс, франчайз пикчерз, рейнер-грэйсман, уорнер бразерс",сша,роб райнер,"тодд блэк, элан грейсман, джереми левен, роб райнер, эли самаха",0,0,0,0,нет данных,6.4,"мелодрама,комедия",«16+» - для детей старше 16 лет
121019205,мой лучший любовник,2013-10-21 12:00:00+00:00,художественный,"прайм филм продакшнс ллси, стратус филм ко., тим тодд, юниверсал пикчерз, йангер зен ю",сша,бен янгер,"дженнифер тодд, сюзанн тодд, брэдли дженкел, энтони катагас",0,0,0,0,нет данных,6.8,"драма,мелодрама,комедия",«12+» - для детей старше 12 лет
121000606,мемуары гейши (по роману артура голдена),2012-12-14 12:00:00+00:00,художественный,"коламбия пикчерз корпорейшн, дримуоркс эскейджи, спайгласс интертейнмент, эмблин интертейнмент, рэд вэгон продакшнс",сша,роб маршалл,"стивен спилберг, люси фишер, дуглас уик, джон де люка, гэри барбер, роджер бирнбаум",0,0,0,0,нет данных,0.0,нет данных,«12+» - для детей старше 12 лет
211044013,адъютант его превосходительства,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,е.ташков,нет данных,0,0,0,0,нет данных,8.2,"военный,приключения,драма",«6+» - для детей старше 6 лет
111011313,без свидетелей,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,н.михалков,нет данных,0,0,0,0,нет данных,7.1,драма,«12+» - для детей старше 12 лет
111006415,без солнца,2015-04-23 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,ю.карасик,нет данных,0,0,0,0,нет данных,7.4,"документальный,драма",«12+» - для детей старше 12 лет
111029814,андрей рублев.,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.тарковский,нет данных,0,22660,0,0,нет данных,8.2,"драма,биография,история",«12+» - для детей старше 12 лет
221058014,азартные игры,2014-10-15 12:00:00+00:00,художественный,"мирамакс, дименшн филмс",сша,джон франкенхаймер,нет данных,0,0,0,0,нет данных,7.0,"боевик,триллер,драма",«16+» - для детей старше 16 лет
121004205,"36, набережная орфевр",2012-10-31 12:00:00+00:00,художественный,"элджиэм продюксьон, гомон",франция,оливье маршал,"франк шоро, сирил кольбьё-жюстен, жан-баптист дюпон",0,0,0,0,нет данных,7.5,"боевик,триллер,драма",«16+» - для детей старше 16 лет
111005815,асса,2015-04-23 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,с.соловьев,нет данных,0,84720,0,0,нет данных,6.0,"фэнтези,боевик",«16+» - для детей старше 16 лет
221015415,бандитки.,2015-04-20 12:00:00+00:00,художественный,"европа корп., тф 1 фильм продюксьон",франция - мексика - сша,"иоахим реннинг, эспен сандберг","люк бессон, ариель зейтун",0,0,0,0,нет данных,6.7,"боевик,комедия,криминал",«12+» - для детей старше 12 лет
111010513,айболит - 66,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,ролан быков,нет данных,0,1795,0,0,нет данных,7.1,"мюзикл,комедия,детский",«0+» - для любой зрительской аудитории
111010813,алешкина любовь,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,семен туманов,нет данных,0,0,0,0,нет данных,8.1,"драма,мелодрама,комедия",«12+» - для детей старше 12 лет
221004416,50 первых поцелуев,2016-02-09 12:00:00+00:00,художественный,"коламбиа пикчерз, хэппи медисон продакшнз, флаоу филмз, анонимоус контент",сша,питер сигал,"бини барнс, джозеф дрэйк, джон линсон",0,0,0,0,нет данных,7.3,"комедия,мелодрама,драма",«18+» - запрещено для детей
111010413,адмирал ушаков,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,м.ромм,нет данных,0,0,0,0,нет данных,7.9,"драма,биография,история",«6+» - для детей старше 6 лет
111029514,а был ли каротин?,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,г.полока,нет данных,0,0,0,0,нет данных,6.8,"комедия,криминал",«12+» - для детей старше 12 лет
111010213,а если это любовь?,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,ю.райзман,нет данных,0,0,0,0,нет данных,7.7,драма,«12+» - для детей старше 12 лет
221072814,бесшабашное ограбление,2014-12-29 12:00:00+00:00,художественный,"нью маркет, саммит интертейнмент, рэйвинг мэд продакшнз",сша,"дрю дэйуолт, дэвид шнейдер","джон балдеччи, лоуренс бендер, кристофер болл",0,0,0,0,нет данных,7.1,"боевик,комедия,криминал",«18+» - запрещено для детей
111011613,бешеное золото,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,с.самсонов,нет данных,0,0,0,0,нет данных,6.3,"комедия,криминал",«12+» - для детей старше 12 лет
224029312,братец медвежонок /по одноименному произведению лорны кемерун/,2012-11-19 12:00:00+00:00,анимационный,"уолт дисней пикчерз, буена виста интернэшнл",сша,"айрон блейз, роберт уокер",чак уильямс,0,0,0,0,нет данных,7.9,"мультфильм,фэнтези,комедия",«0+» - для любой зрительской аудитории
111005515,американская дочь,2015-04-23 12:00:00+00:00,художественный,"ао ""караван"", компания ""америкен дистрибьюшн"", роскомкино, киностудия ""курьер"" киноконцерна ""мосфильм""","россия, казахстан, сша",к.шахназаров,нет данных,0,300,0,0,нет данных,7.0,"драма,комедия",«6+» - для детей старше 6 лет
111006515,беспредел _,2015-04-23 12:00:00+00:00,художественный,"киностудия ""мосфильм"" , студия ""ритм""",ссср,и.гостев,нет данных,0,0,0,0,нет данных,7.8,"драма,криминал",«16+» - для детей старше 16 лет
111011713,бешеные деньги.,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,е.матвеев,нет данных,0,0,0,0,нет данных,7.3,"комедия,история",«6+» - для детей старше 6 лет
111005915,аттестат зрелости,2015-04-23 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,т.лукашевич,нет данных,0,67500,0,0,нет данных,6.9,драма,«12+» - для детей старше 12 лет
111011113,бархатный сезон,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм"", ""про дис фильм"" аг цюрих (швеция)","ссср, швеция",в.павлович,нет данных,0,0,0,0,нет данных,5.9,мелодрама,«6+» - для детей старше 6 лет
111011013,анна павлова,2013-12-19 12:00:00+00:00,художественный,"совместное производство киностудия ""мосфильм"", ""космос-филм"" (франция), ""посейдон продакшинз лимитед"" (англия), ""икаик"" (куба), дефа (гдр)","ссср, франция, англия, куба, гдр",эмиль лотяну,нет данных,0,0,0,0,нет данных,7.7,"драма,биография,музыка",«6+» - для детей старше 6 лет
221005215,босиком по мостовой,2015-02-25 12:00:00+00:00,художественный,"буена виста интернэшнл филм продакшн, фильмштифтунг северный рейн-вестфалия, мистер браун интертейнмент, бэрфут филмс",германия,тиль швайгер,тиль швайгер,0,0,0,0,нет данных,7.9,"драма,мелодрама,комедия",«16+» - для детей старше 16 лет
111010913,алые паруса,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.птушко,нет данных,0,1850,0,0,нет данных,7.8,"фэнтези,драма,мелодрама",«6+» - для детей старше 6 лет
111006015,"аэлита, не приставай к мужчинам",2015-04-23 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,г.натансон,нет данных,0,0,0,0,нет данных,6.6,"мелодрама,комедия",«12+» - для детей старше 12 лет
111011813,бой после победы,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,в.азаров,нет данных,0,0,0,0,нет данных,7.0,"триллер,военный",«6+» - для детей старше 6 лет
111012313,братья карамазовы,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,"и.пырьев, м.ульянов, к.лавров",нет данных,0,0,0,0,нет данных,8.1,драма,«6+» - для детей старше 6 лет
121006606,белая графиня,2015-12-15 12:00:00+00:00,художественный,"мерчант айвори продакшнз, микадо филмз, шанхай филмз студиос, виайпи 3 медиефондс",великобритания-сша-германия-кнр,джеймс айвори,исмаил мерчант,0,0,0,0,нет данных,6.8,"драма,мелодрама,военный",«12+» - для детей старше 12 лет
111006715,в шесть часов вечера после войны,2015-04-23 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,и.пырьев,нет данных,0,0,0,0,нет данных,7.2,"мюзикл,драма,мелодрама",«6+» - для детей старше 6 лет
111012013,борец и клоун,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,"к.юдин, б.барнет",нет данных,0,0,0,0,нет данных,7.1,"драма,спорт",«6+» - для детей старше 6 лет
111012213,борис годунов,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм"",  ""баррандов"" (чсср) при участии ""альянс фильмопродукцион гмбх"" (западный берлин) ""зесполы фильмове"" (пнр)","ссср, чсср, западный берлин, пнр",с.бондарчук,нет данных,0,420,0,0,нет данных,6.2,драма,«6+» - для детей старше 6 лет
111011913,большой аттракцион,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,в.георгиев,нет данных,0,0,0,0,нет данных,5.6,"мюзикл,комедия",«0+» - для любой зрительской аудитории
111026014,битва в пути,2014-12-24 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,в.басов,нет данных,0,0,0,0,нет данных,6.9,драма,«12+» - для детей старше 12 лет
111012413,будьте моим мужем,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.сурикова,нет данных,0,200,0,0,нет данных,6.4,комедия,«6+» - для детей старше 6 лет
126003116,букашки 3d,2016-07-01 12:00:00+00:00,прочие,"принципал лардж формат, си кей филмз, филм коунсил, филм консорциум, пэ эл си ю ка филм энд продакшнз компани",великобритания,майк слии,"фил срэйзер, александра фергюсон",0,0,0,0,нет данных,7.1,"мультфильм,приключения,семейный",«0+» - для любой зрительской аудитории
221058214,вирус любви,2014-10-15 12:00:00+00:00,художественный,"мирамакс, игнит интертейнмент, морфеус продакшн",сша,томми о'хавер,"майкл бёрнс, марк бутан",0,0,0,0,нет данных,6.6,"мелодрама,комедия",«16+» - для детей старше 16 лет
111013113,високосный год,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.эфрос,нет данных,0,0,0,0,нет данных,5.8,"драма,мелодрама",«12+» - для детей старше 12 лет
111012513,вакансия,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,м.микаэлян,нет данных,0,0,0,0,нет данных,6.5,"ужасы,триллер",«6+» - для детей старше 6 лет
111011513,берегите мужчин!,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.серый,нет данных,0,0,0,0,нет данных,6.2,комедия,«12+» - для детей старше 12 лет
221020115,блондинка и блондинка,2015-05-25 12:00:00+00:00,художественный,ригел интертейнмент,сша,дин хэмилтон,"джефри бармаш, кирк шоу",0,0,0,0,нет данных,2.4,"комедия,криминал",«16+» - для детей старше 16 лет
111012613,валентин и валентина,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,г.натансон,нет данных,0,0,0,0,нет данных,7.3,"драма,мелодрама",«6+» - для детей старше 6 лет
111012713,валентина,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,г.панфилов,нет данных,0,0,0,0,нет данных,7.5,драма,«6+» - для детей старше 6 лет
111013013,взрослые дети.,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,в.азаров,нет данных,0,0,0,0,нет данных,7.8,"драма,комедия",«6+» - для детей старше 6 лет
111003014,ватерлоо,2014-03-14 12:00:00+00:00,художественный,"""дино де лаурентиис"" (италия) при участии киностудии ""мосфильм""","ссср, италия",сергей бондарчук,нет данных,0,0,0,0,нет данных,7.7,"боевик,драма,военный",«6+» - для детей старше 6 лет
111013613,выстрел.,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,н.трахтенберг,нет данных,0,3040,0,0,нет данных,7.4,"триллер,драма,криминал",«12+» - для детей старше 12 лет
111013213,возмездие_,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.столпер,нет данных,0,0,0,0,нет данных,6.7,"драма,боевик",«6+» - для детей старше 6 лет
111013513,"время, вперед!",2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,"м.швейцер, с.милькина",нет данных,0,0,0,0,нет данных,7.2,"драма,история",«6+» - для детей старше 6 лет
111012813,вас ожидает гражданка никанорова,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,л.марягин,нет данных,0,0,0,0,нет данных,7.3,"драма,мелодрама,комедия",«12+» - для детей старше 12 лет
111012913,васса,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,г.панфилов,нет данных,0,0,0,0,нет данных,7.9,драма,«6+» - для детей старше 6 лет
224029412,вольт,2012-11-19 12:00:00+00:00,анимационный,"уолт дисней анимейшн студиос, уолт дисней пикчерз",сша,"крис уильямс, байрон ховард",кларк спенсер,0,0,0,0,нет данных,7.3,"мультфильм,драма,комедия",«0+» - для любой зрительской аудитории
121004106,горбатая гора,2013-12-02 12:00:00+00:00,художественный,"альберта филмуоркс инк., фокус фичерз, гуд мэшин, парамаунт пикчерз, ривер роад интертейнмент",сша,энг ли,"диана оссана, джеймс шеймас, ларри макмертри, скотт фергюсон",0,0,0,0,нет данных,7.6,"драма,мелодрама",«16+» - для детей старше 16 лет
111010414,дамы приглашают кавалеров,2014-10-01 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,и.киасашвили,нет данных,0,2260,0,0,нет данных,7.2,"мелодрама,комедия",«12+» - для детей старше 12 лет
111007315,возвращение василия бортникова,2015-04-23 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,в.пудовкин,нет данных,0,0,0,0,нет данных,5.8,драма,«12+» - для детей старше 12 лет
221048514,встречное расследование,2014-10-09 12:00:00+00:00,художественный,патэ ренн продюксьон,франция,франк манкузо,"патрик жимене, эрик хьюберт",0,0,0,0,нет данных,6.9,"триллер,криминал",«16+» - для детей старше 16 лет
121013416,во имя чести,2016-05-30 12:00:00+00:00,художественный,"чайна филм ко-продакшн корпорейшн, хуай бразерс, эмкей пикчерз, шанхай филм груп","гонконг, кнр",фэн сяоган,"фэн сяоган, джон чонг",0,0,0,0,нет данных,7.4,"военный,биография,драма",«16+» - для детей старше 16 лет
111013313,время желаний,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,ю.райзман,нет данных,0,2890,0,0,нет данных,7.3,"драма,мелодрама",«12+» - для детей старше 12 лет
111000915,горе от ума.,2015-02-05 12:00:00+00:00,художественный,киностудия им. м.горького,ссср,"с.алексеев, в.войтецкий",нет данных,0,197464,0,0,нет данных,6.0,драма,«6+» - для детей старше 6 лет
221065614,враг государства № 1,2014-10-07 12:00:00+00:00,художественный,реин сейлес,франция,жан франсуа рише,"дэниел дэлюм, тома лангманн",0,0,0,0,нет данных,7.3,"триллер,драма,криминал",«18+» - запрещено для детей
221017016,враг государства № 1: легенда,2016-03-21 12:00:00+00:00,художественный,реин сейлес,франция,жан франсуа рише,"дэниел дэлюм, тома лангманн",0,0,0,0,нет данных,7.4,"боевик,триллер,драма",«18+» - запрещено для детей
111013713,"гори, гори, моя звезда",2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.митта,нет данных,0,200,0,0,нет данных,8.0,"драма,мелодрама,комедия",«12+» - для детей старше 12 лет
111005513,"внимание, черепаха!",2013-10-18 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,р.быков,нет данных,0,39680,0,0,нет данных,7.7,"комедия,семейный",«0+» - для любой зрительской аудитории
111007515,встреча на эльбе,2015-04-23 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,г.александров,нет данных,0,5000,0,0,нет данных,6.1,военный,«12+» - для детей старше 12 лет
221004716,волшебная страна,2016-02-09 12:00:00+00:00,художественный,филм колони,сша,марк форстер,ричард н.глэдстин,0,0,0,0,нет данных,7.9,"драма,семейный,биография",«12+» - для детей старше 12 лет
111013913,гранатовый браслет,2013-12-19 12:00:00+00:00,художественный,"киностудия ""мосфильм""",ссср,а.роом,нет данных,0,0,0,0,нет данных,6.9,"драма,мелодрама",«6+» - для детей старше 6 лет
221004916,гарри поттер и орден феникса /по роману дж.к.ролинг/,2016-02-09 12:00:00+00:00,художественный,"уорнер бразерс, хэйдей филмз",сша - великобритания,дэвид йетс,"дэйвид баррон, дэйвид хейман",0,0,0,0,нет данных,7.7,"фэнтези,приключения,семейный",«16+» - для детей старше 16 лет
